HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.corpus_id,Input.file_id,Input.token_id,Input.sentence,Input.token,Input.begin,Input.end,Answer.sentiment.label,Approve,Reject,,,,,,,,,,
3D42WVSDH8V1V5NB4L8BQ71RCB3YFD,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:58 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:58 PDT 2020,,,38JBBYETQOAVD47OA65ZHK759Y64EM,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:33:33 PDT 2020,Tue Jul 07 06:33:34 PDT 2020,Fri Jul 10 06:33:34 PDT 2020,,,,1,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Biol-2-10-509410.nxml,6,"Adult skeletal muscle shows plasticity and can undergo conversion between different fiber types in response to exercise training or modulation of motoneuron activity (Booth and Thomason 1991, Jarvis et al. 1996; Pette 1998; Olson and Williams 2000; Hood 2001).",plasticity,827,837,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3I01FDIL6M8EW0G8KU6QT3X1LJSD20,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:34 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:34 PDT 2020,,,3LKC68YZ3A3TYX3XEQEEHOKAXTAOWV,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:33:35 PDT 2020,Tue Jul 07 06:33:39 PDT 2020,Fri Jul 10 06:33:39 PDT 2020,,,,4,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Genet-2-11-1657042.nxml,4,"A subset of identified histone chaperones and chromatin remodeling complexes can collaborate to promote nucleosome assembly in vitro and are therefore in a strategic position to control chromatin assembly and maturation during development [7,8].",remodeling,652,662,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3AJA9FLWSCYF558603M84J73MS5IFR,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:33 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:33 PDT 2020,,,3NL0RFNU0FNYZ4ZY6SG2FFKATV24K6,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:33:39 PDT 2020,Tue Jul 07 06:33:42 PDT 2020,Fri Jul 10 06:33:42 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Genet-1-2-1193523.nxml,4,"The adaptive significance of such a change, if any, is unknown, and it may simply be due to relaxation of selective pressure for night vision in this strictly diurnal species.",night,770,775,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3BFF0DJK8XCEIOT30ZLBPPSRMZFST1,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:48 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:48 PDT 2020,,,3PJ71Z61R42XQ9JOFD6BR8ZR6HG914,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:33:42 PDT 2020,Tue Jul 07 06:33:45 PDT 2020,Fri Jul 10 06:33:45 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Neurosci-7-_-1420314.nxml,5,"A genome database search revealed orthologs of ADAM11, ADAM22 and ADAM23 genes to exist in vertebrates such as mammals, fish, and amphibians, but not in invertebrates.",invertebrates,664,677,Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
37OPIVELUU3KDJGEJ5IVQ6VXPZDHAK,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:00 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:00 PDT 2020,,,3OVR4I9USPJKA7XTJX0ZB1WJS1U4QY,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:33:45 PDT 2020,Tue Jul 07 06:33:48 PDT 2020,Fri Jul 10 06:33:48 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Ophthalmol-3-_-149350.nxml,4,"If lack of protection from light-induced damage was the major factor affecting the changes in these lenses, then the bulk of the damage should have resided along the visual axis, particularly in the central anterior epithelium and subcapsular cortex in the 5 wk lenses, but this was not the case.",epithelium,792,802,Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3LVTFB9DE5IY03SKOVXZV6Y1EHMQG1,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:50 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:50 PDT 2020,,,34V1S5K3GS1SXVKLLJISM4Q8ESW962,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:33:49 PDT 2020,Tue Jul 07 06:33:53 PDT 2020,Fri Jul 10 06:33:53 PDT 2020,,,,4,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Biol-3-1-539061.nxml,3,"This exquisite pattern appears to be functionally relevant since altering it in vivo correspondingly affects features associated with hair bud formation, including down-regulation of E-cadherin, increased proliferation, and repressed terminal differentiation.",bud,427,430,Very Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3UQ1LLR26A8MZFZ4AQXTIYO46GMALK,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:32 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:32 PDT 2020,,,32Q90QCQ1SLGR6WRVYSFO1W16KWEKM,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:33:53 PDT 2020,Tue Jul 07 06:33:55 PDT 2020,Fri Jul 10 06:33:55 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Biol-3-5-1110896.nxml,3,"With this reference point, we then designed experiments to examine the effects of precocious post-mitotic expression of the same ETS transcription factor on sensory neuron differentiation.",factor,796,802,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3KQC8JMJGCSKTYHTAQ3L3YHRJPLH3O,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:57 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:57 PDT 2020,,,3PDJHANYK5GLC124JV6KZLOWX54H60,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:33:55 PDT 2020,Tue Jul 07 06:33:58 PDT 2020,Fri Jul 10 06:33:58 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Med-2-12-1322285.nxml,6,"However, it has been noted that deletion of the Fc receptor (the primary receptor for microglial opsinization of antibody‚Äìantigen complexes) in APP transgenic mouse models has no impact on the effectiveness of antibody-mediated therapy [56,57].",antigen,1044,1051,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3SNR5F7R92TNZR8A5S22M1M3ARQEI5,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:52 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:52 PDT 2020,,,3300DTYQT2H229UM83CCKN8A5QOEQE,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:33:58 PDT 2020,Tue Jul 07 06:34:01 PDT 2020,Fri Jul 10 06:34:01 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,Nucleic Acids Res-33-18-1253828.nxml,11,The enhanced sensitivity to cadmium toxicity that we found for mouse embryonic fibroblasts upon a combination of Mtf1 deletion and depletion of glutathione further corroborates the importance of MTF-1 and its target genes as well as reduced glutathione for an efficient anti-cadmium defense.,depletion,1618,1627,Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3Z33IC0JC0MBQ11TWOLZ9CBMRW6V99,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:40 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:40 PDT 2020,,,382M9COHEHFUU213PCWHUO5Z8BUEUJ,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:34:01 PDT 2020,Tue Jul 07 06:34:03 PDT 2020,Fri Jul 10 06:34:03 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Genet-1-1-1183529.nxml,2,Pulmonary hypoplasia associated with these diaphragmatic defects causes severe mortality and morbidity.,morbidity,242,251,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3SU800BH86SH5LTF80MGZLZSNP1QU1,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:55 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:55 PDT 2020,,,3RSDURM96AMBBBL8ZDT6X9BC4Z5EYH,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:34:03 PDT 2020,Tue Jul 07 06:34:05 PDT 2020,Fri Jul 10 06:34:05 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Genet-6-_-1208879.nxml,3,"The PST domain, which encompasses the C-terminal 145 amino acids of PAX6, has been shown to act as a transcriptional activator [6].",activator,429,438,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3511RHPADVEEYWLLC1JFDODE6KALR3,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:58 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:58 PDT 2020,,,30MVJZJNHMD4LQZS52CHV8VD0YG9J8,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:34:05 PDT 2020,Tue Jul 07 06:34:08 PDT 2020,Fri Jul 10 06:34:08 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Biol-5-_-1858683.nxml,1,Wnt signaling is of critical importance in several stages of kidney development.,importance,29,39,Very Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3H4IKZHALBIJ7YWEV7IDHWCTAILNNJ,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:44 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:44 PDT 2020,,,30H4UDGLT2IFELLKPOL6XQN99WTMPK,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:34:08 PDT 2020,Tue Jul 07 06:34:10 PDT 2020,Fri Jul 10 06:34:10 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Dev Biol-4-_-341451.nxml,3,"Although no embryonic lethality was noted, these knockout pups exhibited a number of developmental abnormalities and died within 24 h after birth.",abnormalities,341,354,Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3AXFSPQOYQYB0GSCIL78GKM3Z7UJF4,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:50 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:50 PDT 2020,,,3T111IHZ5EQLJEI5D7LQXZH4AFA9R0,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:34:10 PDT 2020,Tue Jul 07 06:34:12 PDT 2020,Fri Jul 10 06:34:12 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,Nucleic Acids Res-33-9-1140370.nxml,2,It also plays a crucial role in the initiation step at the replication origins.,replication,128,139,Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
30Y6N4AHYPWV0KXTZKLRUB59XB8DRF,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:43 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:43 PDT 2020,,,3DL65MZB8DFY88K33LBH0IJT1BNCE7,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:34:13 PDT 2020,Tue Jul 07 06:34:14 PDT 2020,Fri Jul 10 06:34:14 PDT 2020,,,,1,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Neurosci-5-_-539297.nxml,2,"Indeed, CLN3 overexpression in HEK-293 cells altered lysosomal pH and cathepsin D processing [17], and lysosomal pH homeostasis is disrupted in JNCL [10,15].",processing,308,318,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3QO7EE372ON29MK9895LUV74Y4UQBK,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:48 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:48 PDT 2020,,,3C44YUNSI1PCARF7CVM3E00F0I1PD5,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:34:15 PDT 2020,Tue Jul 07 06:34:18 PDT 2020,Fri Jul 10 06:34:18 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Biol-3-5-1110896.nxml,4,"Thus, both in Drosophila and vertebrates, target-derived factors appear to act permissively to induce the expression of transcriptional programs involved in terminal neuronal maturation.",maturation,1053,1063,Very Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3MA5N0ATTCB8MMKPQVHKLN8G9ZKKW2,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:37 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:37 PDT 2020,,,3AQF3RZ558I1Y5BYO5IKW0CJHQRF60,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:34:18 PDT 2020,Tue Jul 07 06:34:20 PDT 2020,Fri Jul 10 06:34:20 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Genet-3-6-1904370.nxml,2,"To map the location of the disease-causing lesion, we performed genome-wide linkage analysis using strain-specific single nucleotide polymorphisms (SNPs) at 120 loci across the mouse genome.",linkage,182,189,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3V7ICJJAZAGVKHXBACY8RS6Z2CCB4N,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:43 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:43 PDT 2020,,,3AMW0RGHOD2LW36K1P06A5C9EM3PNN,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:34:20 PDT 2020,Tue Jul 07 06:34:23 PDT 2020,Fri Jul 10 06:34:23 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Med-2-12-1322285.nxml,3,"In all animals harboring amyloid deposits, we found that the vast majority of AŒ≤ (>99%) was extracted into the SDS and FA fractions (Figure 5A and 5B).",SDS,495,498,Very Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
351S7I5UG9WNO85TG9QLOPVC1YGJNB,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:53 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:53 PDT 2020,,,3OLF68YTN912L7N1EIZWC5E5D9HFAQ,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:34:23 PDT 2020,Tue Jul 07 06:34:25 PDT 2020,Fri Jul 10 06:34:25 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Genet-6-_-1208879.nxml,1,"Regarding the subcellular localisation of the putative interacting proteins, HOMER3 is predominantly found at the interface between the PSD and the cytoplasm [39], DNCL1 is chiefly cytoplasmic, although nuclear localisation has been reported [51], and TRIM11 is both nuclear and cytoplasmic [38].",interacting,55,66,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3QE4DGPGBRBRBY5MQYQMS3XWIP4G49,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:43 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:43 PDT 2020,,,39JEC7537U1FAJ6PYB0R0M7F16QCVD,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:34:25 PDT 2020,Tue Jul 07 06:34:27 PDT 2020,Fri Jul 10 06:34:27 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Genet-2-11-1657042.nxml,5,Our findings reveal a role for CAF-1 in the nuclear organization of heterochromatin domains during early development and in ES cells.,development,551,562,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3Q7TKIAPOTAKXM2GU0OV8ZWARJJDLP,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:40 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:40 PDT 2020,,,3I02618YA06YRTQTYQCSO043MIWPUF,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:34:27 PDT 2020,Tue Jul 07 06:34:29 PDT 2020,Fri Jul 10 06:34:29 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Biochem-4-_-194730.nxml,4,"These results were thought to support a direct role for annexin A7 in surfactant secretion, but in these studies annexin A7 mediated membrane fusion was separated from a second GTP-dependent mechanism [38].",membrane,504,512,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
38Z7YZ2SB32CWUYFEJX2GIBHTUEQIT,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:50 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:50 PDT 2020,,,323Q6SJS8IGHVUVFKO9OTR19Q47FH1,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:34:29 PDT 2020,Tue Jul 07 06:34:31 PDT 2020,Fri Jul 10 06:34:31 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Genet-1-2-1193523.nxml,1,One further point worthy of note is the striking similarity between the hybrid photoreceptor identified in this study and a naturally occurring photoreceptor found in ground squirrels.,ground,167,173,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3CZH926SICETRK9VK30YS0CK59PE4Q,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:46 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:46 PDT 2020,,,37FMASSAYCRRE8UJL45DADB3BJUIBF,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:34:31 PDT 2020,Tue Jul 07 06:34:33 PDT 2020,Fri Jul 10 06:34:33 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Med-2-_-516044.nxml,2,"Dual labeling experiments demonstrated that pendrin is expressed in spindle-shaped cells, which are surface epithelial cells in stria vascularis adjacent to strial marginal cells near the borders of both the spiral prominence and Reissner's membrane (Fig. 1c).",borders,478,485,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3HRWUH63QU2FH9Q8R7MRNFC7JXLN5T,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:35 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:35 PDT 2020,,,32M8BPYGATMN5P2U1QXRBO20RWMIGW,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:34:34 PDT 2020,Tue Jul 07 06:34:36 PDT 2020,Fri Jul 10 06:34:36 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Genet-6-_-1208879.nxml,5,The 1615del10 mutation also removes the last 5 amino acids of the C-terminal peptide [28].,amino,770,775,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3GKAWYFRAPTAO7HEMSH2PG5UWTKDPN,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:42 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:42 PDT 2020,,,37C0GNLMHF340LX2XZNU809Y5DBD6N,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:34:36 PDT 2020,Tue Jul 07 06:34:40 PDT 2020,Fri Jul 10 06:34:40 PDT 2020,,,,4,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Neurosci-6-_-1087847.nxml,16,"Both Annexin A7 isoforms described in brain tissue seemingly are expressed by neurons and astrocytes, which was shown using total cell extracts of cultured neuo-2a, PC-12, and C6 cells.",brain,2451,2456,Very Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
